row_id,id,province,year,digital_economy_index,carbon_emission_index,coupling_degree,coordination_degree,coupling_coordination_degree
1,1,北京,2011,0.246676216426912,0.235200633750787,0.240801783333069,0.170224311685382,0.202460657463331
2,1,北京,2012,0.305906912252339,0.238247304556848,0.267870743396204,0.187965798135579,0.224389255713455
3,1,北京,2013,0.360174652147117,0.241330569817029,0.28901213443329,0.20048670358986,0.240713709892062
4,1,北京,2014,0.407668234120246,0.243209263280862,0.3046616030798,0.20886412689171,0.252255584129849
5,1,北京,2015,0.481809901845498,0.244990007684306,0.324817353463534,0.218380097940004,0.266333710712669
6,1,北京,2016,0.506100554992476,0.242965812228312,0.328315721527255,0.219032942377862,0.268164051496515
7,1,北京,2017,0.521490271351708,0.24513645149823,0.333503309497939,0.221848398857501,0.272005836749499
8,1,北京,2018,0.561146708373203,0.247135120890949,0.343145310436141,0.226172220106892,0.278585600275051
9,1,北京,2019,0.60006867255025,0.248459500464923,0.351414996856724,0.229559775677352,0.284025963334493
10,1,北京,2020,0.616314393576544,0.250380696604251,0.356095768717765,0.231968956609849,0.287407661558703
11,1,北京,2021,0.678380779178824,0.254003629718265,0.369614031719711,0.237875843432102,0.296516862150647
12,1,北京,2022,0.735544897206306,0.254277431538102,0.377911190344287,0.240322371156821,0.301364419516033
13,2,天津,2011,0.103589556809845,0.269701543580801,0.149686201150947,0.0967018831759108,0.12031183456645
14,2,天津,2012,0.136645927476338,0.273319565917842,0.18220072754447,0.122222311316763,0.14922799350015
15,2,天津,2013,0.160227324283985,0.281233826141654,0.204146359956605,0.139218031036205,0.168584857790867
16,2,天津,2014,0.178486336856236,0.287021149165341,0.22010109419557,0.151569774881931,0.182649044066727
17,2,天津,2015,0.217762964395849,0.283482970181741,0.246314584055585,0.172692683996071,0.206244337202103
18,2,天津,2016,0.216677075974333,0.281337552951041,0.244809669413708,0.171665695690247,0.205001029781813
19,2,天津,2017,0.225156443389745,0.283443969535216,0.250960221262095,0.176301675778209,0.210344259636857
20,2,天津,2018,0.244216564581426,0.29399850166791,0.266805255266346,0.187857932390254,0.223878278547048
21,2,天津,2019,0.265784964049489,0.300457185536149,0.282059547543656,0.199073367516186,0.236961060028029
22,2,天津,2020,0.279402462711102,0.301191658923601,0.289888195954709,0.204837709488433,0.243680188089013
23,2,天津,2021,0.293914469939475,0.312480077559569,0.302913067874218,0.214091567160833,0.25465885693352
24,2,天津,2022,0.308261471875687,0.31695322840087,0.312546933587404,0.220982702925674,0.262806899025265
25,3,河北,2011,0.0704596646360453,0.266157292428967,0.111422512570339,0.0681133296102921,0.0871169232968569
26,3,河北,2012,0.110521301153307,0.26648515645101,0.156242874014214,0.102089458509466,0.126296280246387
27,3,河北,2013,0.151912028056898,0.277877515276611,0.19643538355853,0.133293776465885,0.161813516450392
28,3,河北,2014,0.169215953291665,0.285138733575727,0.212389236942006,0.145520217853585,0.175803663299595
29,3,河北,2015,0.209101539272496,0.279759256863645,0.239324125388148,0.167487307845589,0.200209274170207
30,3,河北,2016,0.226921911991338,0.283614331583036,0.252120421227616,0.177186964105611,0.211358586355863
31,3,河北,2017,0.243980355531794,0.290197081615274,0.265089396231052,0.186748848218424,0.222497504303006
32,3,河北,2018,0.26283814000003,0.302297097983961,0.281190064328503,0.19834850148229,0.236164408603979
33,3,河北,2019,0.278857523523479,0.31260413606927,0.294768101409973,0.208094081670006,0.2476681194028
34,3,河北,2020,0.283458328576802,0.314369702907776,0.29811486196168,0.210517816093354,0.250516445937477
35,3,河北,2021,0.297453694090387,0.321329353269219,0.308930904159233,0.218284707456491,0.259682290575748
36,3,河北,2022,0.305032828849572,0.318553205661999,0.311646445187913,0.220315536289103,0.262031589134149
37,4,山西,2011,0.0532284090293536,0.311377853182124,0.0909153212637189,0.0524673261862706,0.0690657933862569
38,4,山西,2012,0.0904191741056899,0.323973768172791,0.141380016701183,0.087090864909617,0.110963543271843
39,4,山西,2013,0.125577807979554,0.330931423736016,0.182067042228905,0.117408809863186,0.146206274637603
40,4,山西,2014,0.144390366881943,0.327531950822702,0.200424759629387,0.132121553003971,0.162728087626821
41,4,山西,2015,0.17912924164319,0.320538386326618,0.229823966357446,0.156368696559857,0.189571290172141
42,4,山西,2016,0.188665951022476,0.320056748738282,0.2373938136052,0.162529404428145,0.196426767881007
43,4,山西,2017,0.196087512057641,0.340556434563884,0.248875867842219,0.169931777637377,0.205649990599254
44,4,山西,2018,0.220535133123869,0.35363748306599,0.2716586866266,0.187129454053578,0.225466941517704
45,4,山西,2019,0.223832404388916,0.35933958413306,0.275842614843237,0.189988650360222,0.228925678126987
46,4,山西,2020,0.234001084768311,0.363302155108435,0.284656411412004,0.196725834314502,0.236641648971601
47,4,山西,2021,0.24569007378601,0.399041395503079,0.304128197784197,0.209214470458705,0.252245951109192
48,4,山西,2022,0.259099616827837,0.413590512037929,0.318604773860269,0.219571428954916,0.264492921395559
49,5,内蒙古,2011,0.0559209416718442,0.397468882106073,0.0980473447216766,0.0553755638420749,0.0736846455998882
50,5,内蒙古,2012,0.0928810693719034,0.412360478803457,0.151612559878713,0.0906109709743462,0.117208196225846
51,5,内蒙古,2013,0.132372329786779,0.447514505756214,0.204310683083051,0.126935676132479,0.161041344685878
52,5,内蒙古,2014,0.149856945465118,0.446440246655667,0.224392040011352,0.142066845049344,0.178545986173308
53,5,内蒙古,2015,0.184751897664425,0.447220055587062,0.261482344329352,0.17075493370183,0.211304047216701
54,5,内蒙古,2016,0.19371512425953,0.456018068033662,0.271919605652128,0.178295042235026,0.22018609759537
55,5,内蒙古,2017,0.199817232287567,0.479903597536679,0.282154097438563,0.184466130220569,0.228140032612361
56,5,内蒙古,2018,0.202013405666256,0.493127290365698,0.286613411996722,0.186935738224328,0.231469846322584
57,5,内蒙古,2019,0.208481766222949,0.509566236622619,0.295900186610541,0.192956631615878,0.238947490681278
58,5,内蒙古,2020,0.218097676754417,0.513464280286217,0.306154155636561,0.200739572363934,0.24790573668216
59,5,内蒙古,2021,0.236823531147862,0.577115877028745,0.335834875437773,0.219093960536058,0.271255217361428
60,5,内蒙古,2022,0.249808813207781,0.599140523528886,0.352601920163501,0.23056993712467,0.285130500932707
61,6,辽宁,2011,0.080018615285042,0.263746442830075,0.122785167621956,0.0765720722076517,0.0969634710660517
62,6,辽宁,2012,0.122152443340795,0.273571754241993,0.168892670267887,0.111538654573049,0.137251816778248
63,6,辽宁,2013,0.167712909565016,0.286470432763885,0.211565618134839,0.144733623205381,0.174987595155603
64,6,辽宁,2014,0.192619080470151,0.290784256039879,0.231734420444722,0.160583375604874,0.192905923908139
65,6,辽宁,2015,0.234111901234107,0.289189822010201,0.258752364233104,0.181960472806987,0.216985489228615
66,6,辽宁,2016,0.230093699365943,0.284932801414618,0.254593665564114,0.179012977827341,0.213484355887288
67,6,辽宁,2017,0.239517692589779,0.290970919819797,0.262749026824182,0.184923821600403,0.220428115634359
68,6,辽宁,2018,0.256453114271577,0.300731835099906,0.276833090193748,0.195135359615905,0.232421867750302
69,6,辽宁,2019,0.270233126066044,0.304052927668211,0.286147199985234,0.201986678544278,0.240411984933703
70,6,辽宁,2020,0.274777664937711,0.301305400298277,0.287430751998126,0.203029090292234,0.24157152998686
71,6,辽宁,2021,0.283854549378985,0.314031101671036,0.298181288342578,0.210577964852466,0.250580144577072
72,6,辽宁,2022,0.293163812072406,0.312796684946325,0.302662199973875,0.213902253271232,0.254440811495405
73,7,吉林,2011,0.0479456158227041,0.240625685085421,0.0799590715907934,0.0470212785465824,0.0613170268163487
74,7,吉林,2012,0.0871967368570453,0.247267844950223,0.128928145950937,0.0822334287056386,0.102967001987076
75,7,吉林,2013,0.120492879682755,0.257238430450475,0.164113476529745,0.10911563620227,0.133818333575447
76,7,吉林,2014,0.140758512657244,0.258949637113806,0.18237989790376,0.123668866693725,0.150182273526123
77,7,吉林,2015,0.176600804003703,0.261618386767851,0.210862593050789,0.146373164687654,0.175683308994022
78,7,吉林,2016,0.17373812736852,0.261165358528778,0.20866413719679,0.144653914838783,0.173735673745989
79,7,吉林,2017,0.189316353855181,0.262435111899189,0.219958372134403,0.153535935851481,0.183770276470445
80,7,吉林,2018,0.207507614198877,0.26571743525651,0.233032427613793,0.163546176396652,0.195221828986067
81,7,吉林,2019,0.213245360905282,0.265940451873066,0.23669552030422,0.166366101558326,0.19843918708091
82,7,吉林,2020,0.223811640688443,0.26596312989303,0.243073543348597,0.171245925170861,0.204022924729771
83,7,吉林,2021,0.232693263725083,0.269750071835573,0.249855138532005,0.176195701265933,0.209817542995202
84,7,吉林,2022,0.240955098044913,0.266996449534382,0.253308237692327,0.178881046266419,0.21286625516109
85,8,黑龙江,2011,0.0369313983068875,0.230800080117969,0.0636740194933081,0.0364674798267021,0.048187457095776
86,8,黑龙江,2012,0.0750826144431998,0.23559884011269,0.113874688147914,0.0715376808710853,0.0902570279813149
87,8,黑龙江,2013,0.123664461757287,0.244788376398372,0.164317490201859,0.110378793731571,0.134674297315711
88,8,黑龙江,2014,0.147282242006664,0.241968316055944,0.183108978754833,0.125808929579761,0.151778603938727
89,8,黑龙江,2015,0.181285201577515,0.240183721519832,0.206619050588001,0.14469568981901,0.172907160217787
90,8,黑龙江,2016,0.181374011368817,0.239355256416885,0.206369398673042,0.144558929570301,0.172720987052071
91,8,黑龙江,2017,0.189372434084635,0.241917183078615,0.212444000427466,0.149117993206814,0.177986580990173
92,8,黑龙江,2018,0.202083926778186,0.24367143544421,0.220937692247773,0.155551027642803,0.185383615980945
93,8,黑龙江,2019,0.210100774500998,0.24426444806163,0.225898229760459,0.159284545505067,0.189689474820808
94,8,黑龙江,2020,0.22087339548411,0.244573152912743,0.232119898253207,0.163921194421753,0.19506247965901
95,8,黑龙江,2021,0.231867013083626,0.249056999856221,0.240154789906297,0.169706705624674,0.201880851580786
96,8,黑龙江,2022,0.242665198560092,0.251099130821111,0.246810135172519,0.174495666965161,0.207526622751613
97,9,上海,2011,0.182269641375311,0.21624578189753,0.197809363520675,0.139366750610504,0.166036285896211
98,9,上海,2012,0.234759521933814,0.218258330109289,0.226208397763778,0.159847485683946,0.190154788588491
