path_en,文件路径,filename_en,文件名,file_type,文件类型,size_bytes,文件大小字节,sha256,license_status,许可证状态
source_snapshots/kaggriculture/STRATEGY.md,STRATEGY.md,md,10018,e5c1d1acbe6093f9519cc2d255060a10ca80676545de747845202963b701a36f,待核验/verify license
source_snapshots/kaggriculture/submission.tar.gz,submission.tar.gz,gz,93549,eed3112af51b988a27d9dfff713048eeef6882cb7b578f16e7c6810c08b09b1e,待核验/verify license
source_snapshots/kaggriculture/opponent_features.csv,opponent_features.csv,csv,1946,d67b9819d174c614589247f6b73d86117f994b418596ae00b474bee7790be7d4,待核验/verify license
source_snapshots/kaggriculture/meta_v13.py,meta_v13.py,py,42865,e852b9a2e846153985eac22bd8ee30d246fc2dd360435c35b972e7a939c24942,待核验/verify license
source_snapshots/kaggriculture/arena.py,arena.py,py,39068,07bb43fdfe17fcd7f13cf43c0b661dbe79094d6e3a53d245d89ed1bc5aa6aa10,待核验/verify license
source_snapshots/kaggriculture/fusion_candidate.py,fusion_candidate.py,py,28103,7cd139398fd2b39120aa68fda49ea5012c738bbb5f50059de4dafe61296f4f4d,待核验/verify license
source_snapshots/kaggriculture/submission_manifest.json,submission_manifest.json,json,493,dba86b59bdb981adea7940efa525e510c16a2ae21ff7b42d0d4778ba7c2f3161,待核验/verify license
source_snapshots/kaggriculture/main.py,main.py,py,43810,b22fc608d4d46f1738c2ea0e43f2ef692155a55e03ba35f0b82cde08508438f0,待核验/verify license
source_snapshots/kaggriculture/README.md,README.md,md,5104,067416c5ad950ef8a50e661dff0cc17ed4b930cdb857d7ba64868853982e9640,待核验/verify license
source_snapshots/kaggriculture/WHITEBOX_ARCHITECTURE.md,WHITEBOX_ARCHITECTURE.md,md,41704,ae139addf25eb6506ab0bf6b1d281a69cc707c4d88a2a2300b5cab0535ff0394,待核验/verify license
source_snapshots/kaggriculture/MODEL.md,MODEL.md,md,89415,dd14b7118e4636a4bd7dd3539f11581f253e7731f1be0fabc72f238147d6dfb0,待核验/verify license
source_snapshots/kaggriculture/c68_main.py,c68_main.py,py,31149,e5cbb6ed75e8582ed27dab18539f3b14e20f87d591181936c38cd1697ffbc248,待核验/verify license
source_snapshots/kaggriculture/frontier_baseline.py,frontier_baseline.py,py,18249,409a348fba336c96dfebb91bc16e29c7da7caa040530302d5de49dbffbe34994,待核验/verify license
source_snapshots/kaggriculture/HANDOFF.md,HANDOFF.md,md,18498,3e0922aaf7a2f78a1bfec31513fb7616b6b824a6ac882d3b76364e8d0ad2facf,待核验/verify license
source_snapshots/kaggriculture/submission.csv,submission.csv,csv,104,bf58833d98faf580a049f55164f16009c2def6f137e1d191133a324e2b2b3e86,待核验/verify license
source_snapshots/Research-on-Credit-Default-Risk-Assessment-Based-on-a-Stacking-Ensemble-Model/Model_Framework.pptx,Model_Framework.pptx,pptx,19911,30c12e7105bf54680df3304cc691b9a3452c9762cfaeb8d118a60010da5c97e0,待核验/verify license
source_snapshots/Research-on-Credit-Default-Risk-Assessment-Based-on-a-Stacking-Ensemble-Model/README.md,README.md,md,12582,ad22c024f8e7fa89c5d2c2f1e502b6abbd38438532267356157071cd2ceaeabd,待核验/verify license
